SN Name,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations,Host Name,Search Type,Distance Modulus,Distance Modulus Error,Host PGC,Host Morphology,Host Morphology Code,Host Position
SDSS-II SN 18034,SDSS-II SN 18034,17.13465,-0.21835,G,55462.0,0.185,PHOT,21.0g,,2,0,27,5,2,4,0,SDSS J10832.31-001306.1,name,,,,,,
SDSS-II SN 18038,SDSS-II SN 18038,21.45434,-0.22102,G,156791.0,0.523,SPEC,22.4g,,1,0,27,4,2,4,0,SDSS J12549.04-001315.5,name,,,,,,
SDSS-II SN 18047,WISEA J012817.83-003930.7,22.07431,-0.65855,G,107626.0,0.359,,21.3g,0.035,6,0,27,6,5,4,0,SDSS J12817.83-003930.7,loc,,,,,,
SDSS-II SN 18049,SDSS J002514.54-002203.0,6.31061,-0.36753,G,78246.0,0.261,PHOT,21.4g,0.001,4,0,19,5,3,4,0,SDSS J02514.54-002203.0,loc,,,,,,
SDSS-II SN 18083,SDSS-II SN 18083,36.34912,-1.20823,VisS,52763.0,0.17600000000000002,PHOT,,,6,0,0,5,2,0,0,SDSS J22523.91-011229.8,name,,,,,,
SDSS-II SN 18100,WISEA J015743.77+002527.5,29.43238,0.42433000000000004,G,149357.0,0.4982,,21.5g,0.027999999999999997,5,0,27,5,4,4,0,SDSS J15743.76+002527.6,loc,,,,,,
SDSS-II SN 18116,SDSS J030154.29+003508.3,45.476209999999995,0.5856600000000001,G,,,,23.4g,0.012,1,0,15,2,0,4,0,SDSS J30154.29+003508.6,loc,,,,,,
SDSS-II SN 18129,GALEXASC J021437.16-004251.5,33.65485,-0.71432,UvS,,,,,0.212,0,0,4,1,0,0,0,SDSS J21436.44-004258.2,loc,,,,,,
SDSS-II SN 18139,SDSS-II SN 18139,28.056009999999997,0.17015999999999998,G,145860.0,0.486537,SPEC,22.2g,,1,0,15,3,2,4,0,SDSS J15213.44+001012.5,name,,,,,,
SDSS-II SN 18146,SDSS-II SN 18146,32.42931,-0.00044,VisS,186471.0,0.622,PHOT,,,4,0,0,3,1,0,0,SDSS J20943.23+000000.7,name,,,,,,
SDSS-II SN 18175,SDSS-II SN 18175,25.99162,-0.39901,G,33877.0,0.113,PHOT,18.4g,,4,0,27,7,5,4,0,SDSS J14357.98-002356.3,name,,,,,,
SDSS-II SN 18182,SDSS-II SN 18182,32.2163,-0.32109,G,164886.0,0.55,PHOT,22.7g,,2,0,27,4,1,3,0,SDSS J20851.92-001915.9,name,,,,,,
SDSS-II SN 18188,SDSS-II SN 18188,37.62135,-0.30580999999999997,G,135506.0,0.452,PHOT,22.8g,,2,0,19,5,4,4,0,SDSS J23029.13-001821.0,name,,,,,,
SDSS-II SN 18189,SDSS-II SN 18189,37.93012,-0.36739,G,71051.0,0.237,PHOT,20.0g,,4,0,21,22,17,0,0,SDSS J23143.24-002202.7,name,,,,,,
SDSS-II SN 18201,GALEXASC J030915.00-003840.7,47.312540000000006,-0.64464,UvS,,,,,0.01,0,0,8,2,0,0,0,SDSS J30914.95-003841.8,loc,,,,,,
SDSS-II SN 18218,WISEA J231731.70+005625.8,349.38242,0.94025,*,,,,23.0g,0.233,0,0,21,3,0,4,0,,loc,,,,,,
SDSS-II SN 18221,WISEA J230334.05-002231.2,345.89185,-0.37529,G,88122.0,0.293942,SPEC,20.7g,0.02,1,0,27,4,2,4,0,SDSS J30334.04-002231.0,loc,,,,,,
SDSS-II SN 18224,WISEA J231241.95-001846.2,348.17481000000004,-0.31285,G,101690.0,0.3392,,20.4g,0.012,5,0,27,7,6,4,0,SDSS J31241.96-001846.2,loc,,,,,,
SDSS-II SN 1823,SDSS-II SN 01823,315.50847999999996,0.36454000000000003,G,63556.0,0.212,PHOT,22.3g,,2,0,15,3,1,4,0,SDSS J10202.08+002152.8,name,,,,,,
SDSS-II SN 18242,SDSS J210522.18-003926.6,316.34244,-0.6573899999999999,G,,,,21.6g,0.032,1,0,15,2,0,4,0,SDSS J10522.18-003926.6,loc,,,,,,
SDSS-II SN 1825,SDSS-II SN 01825,316.8204,0.35896999999999996,G,46766.0,0.155993,,18.4g,,11,0,57,7,4,8,0,SDSS J10716.89+002132.3,name,,,,,,
SDSS-II SN 18253,SDSS-II SN 18253,345.58429,-0.9085,VisS,73149.0,0.244,PHOT,,,3,0,12,3,1,0,0,SDSS J30220.13-005430.9,name,,,,,,
SDSS-II SN 18254,SDSS-II SN 18254,351.39045,-0.98236,G,56961.0,0.19,PHOT,21.9g,,4,0,27,6,4,4,0,SDSS J32533.70-005856.5,name,,,,,,
SDSS-II SN 18256,SDSS J012734.33-005339.3,21.893060000000002,-0.8942700000000001,G,,,,22.7g,0.146,0,0,19,2,0,4,0,,loc,,,,,,
SDSS-II SN 18273,WISEA J221857.54-003748.9,334.73947000000004,-0.6302800000000001,G,94824.0,0.3163,,20.6g,0.027999999999999997,5,0,27,6,5,4,0,SDSS J21857.48-003748.9,loc,,,,,,
SDSS-II SN 18275,SDSS-II SN 18275,343.87334,-0.6223,G,33277.0,0.111,PHOT,22.8g,,2,0,27,5,3,4,0,SDSS J25529.61-003720.3,name,,,,,,
SDSS-II SN 18276,SDSS-II SN 18276,347.31716,-0.45756,G,76747.0,0.256,PHOT,22.1g,,4,0,27,6,4,4,0,SDSS J30916.13-002727.1,name,,,,,,
SDSS-II SN 18288,WISEA J030639.28-002610.4,46.66368,-0.43623,IrS,,,,,0.195,0,0,12,1,0,0,0,,loc,,,,,,
SDSS-II SN 18301,SDSS-II SN 18301,348.96671000000003,0.81555,G,83342.0,0.278,PHOT,20.7g,,5,0,37,10,5,4,0,SDSS J31552.01+004856.0,name,,,,,,
SDSS-II SN 18304,SDSS-II SN 18304,2.1419900000000003,0.8043100000000001,G,30579.0,0.102,PHOT,20.4g,,3,0,37,7,4,4,0,SDSS J00834.07+004815.5,name,,,,,,
SDSS-II SN 18307,SDSS-II SN 18307,28.220209999999998,0.83385,G,187670.0,0.626,PHOT,21.1g,,3,0,19,6,3,4,0,SDSS J15252.82+005001.9,name,,,,,,
SDSS-II SN 18312,SDSS-II SN 18312,37.8436,0.74026,VisS,133408.0,0.445,PHOT,,,2,0,20,8,4,0,0,SDSS J23122.47+004424.7,name,,,,,,
SDSS-II SN 18333,SDSS-II SN 18333,19.45804,1.12181,G,56061.0,0.187,PHOT,20.5g,,4,0,31,8,5,4,0,SDSS J11749.93+010718.5,name,,,,,,
SDSS-II SN 18339,SDSS-II SN 18339,31.871979999999997,1.15926,VisS,90837.0,0.303,PHOT,,,5,0,0,4,1,0,0,SDSS J20729.31+010933.2,name,,,,,,
SDSS-II SN 18344,WISEA J023233.65+010400.4,38.140029999999996,1.06722,*,481167.0,1.605,PHOT,21.4g,0.20800000000000002,3,0,24,8,5,4,0,,loc,,,,,,
SDSS-II SN 1835,WISEA J205039.36+010418.5,312.66406,1.07185,G,81424.0,0.2716,,20.8g,0.004,2,0,27,3,2,4,0,SDSS J05039.38+010418.6,loc,,,,,,
SDSS-II SN 18351,SDSS J031322.30+010725.6,48.34295,1.12379,G,,,,22.1g,0.004,1,0,19,3,0,4,0,SDSS J31322.32+010724.9,loc,,,,,,
SDSS-II SN 18362,SDSS-II SN 18362,10.13653,-0.18209,VisS,64755.0,0.21600000000000003,PHOT,,,9,0,4,7,2,0,0,SDSS J04032.75-001055.6,name,,,,,,
SDSS-II SN 18374,SDSS-II SN 18374,2.56478,-0.17714000000000002,VisS,85741.0,0.28600000000000003,PHOT,,,5,0,0,4,1,0,0,SDSS J01015.69-001038.4,name,,,,,,
SDSS-II SN 18380,SDSS J011052.24+001631.5,17.717670000000002,0.27542,G,,,,,0.01,1,0,0,1,0,0,0,SDSS J11052.24+001631.5,loc,,,,,,
SDSS-II SN 18389,SDSS-II SN 18389,34.15012,0.22968000000000002,G,102229.0,0.341,PHOT,19.9g,,4,0,24,9,4,4,0,SDSS J21636.02+001346.8,name,,,,,,
SDSS-II SN 18430,SDSS-II SN 18430,22.35642,0.08952,G,83642.0,0.27899999999999997,PHOT,20.0g,,7,0,34,7,5,4,0,SDSS J12925.73+000521.5,name,,,,,,
SDSS-II SN 18450,SDSS-II SN 18450,36.520559999999996,-0.7276600000000001,VisS,72550.0,0.242,PHOT,,,2,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 18454,SDSS J035059.08-001701.0,57.74618,-0.28362,G,104478.0,0.3485,,20.6g,0.032,4,0,19,5,4,4,0,SDSS J35059.08-001701.0,loc,,,,,,
SDSS-II SN 18459,SDSS-II SN 18459,23.07519,0.06677999999999999,G,20386.0,0.068,PHOT,21.6g,,2,0,15,4,3,4,0,SDSS J13218.05+000400.5,name,,,,,,
SDSS-II SN 18468,SDSS-II SN 18468,28.329009999999997,0.8991899999999999,G,51265.0,0.171,PHOT,20.7g,,4,0,27,7,5,4,0,SDSS J15318.96+005357.1,name,,,,,,
SDSS-II SN 18473,WISEA J231129.76-001427.1,347.87402000000003,-0.24088,G,108604.0,0.362263,SPEC,20.6g,0.001,3,0,31,6,3,4,0,SDSS J31129.76-001427.1,loc,,,,,,
SDSS-II SN 1858,SDSS-II SN 01858,45.93486,0.41762,G,209555.0,0.6990000000000001,PHOT,20.9g,,4,0,35,6,1,4,0,SDSS J30344.36+002503.3,name,,,,,,
SDSS-II SN 18630,WISEA J231155.28-001550.6,347.98034,-0.26408000000000004,G,107775.0,0.3595,,19.7g,0.023,7,0,34,9,6,4,0,SDSS J31155.28-001550.8,loc,,,,,,
SDSS-II SN 18666,SDSS-II SN 18666,342.56442000000004,0.19474,VisS,97732.0,0.326,PHOT,,,4,0,0,3,1,0,0,SDSS J25014.95+001123.5,name,,,,,,
SDSS-II SN 18704,SDSS-II SN 18704,11.52182,-0.52672,VisS,119617.0,0.39899999999999997,PHOT,,,3,0,0,2,1,0,0,SDSS J04605.33-003136.4,name,,,,,,
SDSS-II SN 18722,SDSS-II SN 18722,14.06603,-0.46393,VisS,128611.0,0.429,PHOT,,,2,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 18747,SDSS-II SN 18747,13.84355,0.23876999999999998,VisS,194565.0,0.649,PHOT,,,4,0,0,3,2,0,0,,name,,,,,,
SDSS-II SN 18767,WISEA J001808.36+004831.6,4.53481,0.80877,G,98997.0,0.330217,SPEC,20.9g,0.016,2,0,33,5,2,4,0,SDSS J01808.35+004831.5,loc,,,,,,
SDSS-II SN 18789,WISEA J020820.11-005312.9,32.08388,-0.88684,G,,,,21.2g,0.002,2,0,27,4,2,4,0,SDSS J20820.12-005312.6,loc,,,,,,
SDSS-II SN 18797,WISEA J022633.93-003732.1,36.64148,-0.62561,G,109520.0,0.365321,SPEC,21.5g,0.002,3,0,27,18,16,4,0,SDSS J22633.95-003732.1,loc,,,,,,
SDSS-II SN 18800,SDSS-II SN 18800,48.3596,-0.46257,G,95034.0,0.317,PHOT,21.7g,,2,0,27,4,1,4,0,SDSS J31326.29-002745.2,name,,,,,,
SDSS-II SN 18802,SDSS-II SN 18802,51.47579,-0.52689,VisS,124714.0,0.41600000000000004,PHOT,,,2,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 18803,SDSS J033235.77-002533.7,53.14905,-0.42604,G,,,,22.9g,0.247,0,0,15,1,0,4,0,,loc,,,,,,
SDSS-II SN 18824,SDSS-II SN 18824,23.40139,1.1907,VisS,122016.0,0.40700000000000003,PHOT,,,3,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 18827,WISEA J023120.14+010415.5,37.83393,1.0709799999999998,G,89549.0,0.298703,SPEC,20.1g,0.006999999999999999,2,0,33,6,3,4,0,SDSS J23120.15+010415.6,loc,,,,,,
SDSS-II SN 18836,WISEA J013854.53-000159.6,24.7272,-0.03317,G,89979.0,0.300136,SPEC,20.50,0.031,1,0,13,5,2,0,0,SDSS J13854.47-000159.6,loc,,,,,,
SDSS-II SN 18839,SDSS J022402.91-000254.9,36.01213,-0.04858,G,159490.0,0.532,PHOT,22.6g,0.006,2,0,15,2,2,3,1,SDSS J22402.92-000255.0,loc,,,,,,
SDSS-II SN 18917,SDSS-II SN 18917,56.3842,0.03924,G,48866.0,0.163,PHOT,21.1g,,2,0,27,4,1,4,0,SDSS J34532.21+000221.1,name,,,,,,
SDSS-II SN 18920,SDSS-II SN 18920,53.22518,0.53269,VisS,101030.0,0.337,PHOT,,,3,0,4,4,1,0,0,SDSS J33254.05+003157.7,name,,,,,,
SDSS-II SN 18941,SDSS J004047.35-000641.4,10.197289999999999,-0.1115,G,,,,,0.003,1,0,0,1,0,0,0,SDSS J04047.35-000641.4,loc,,,,,,
SDSS-II SN 18943,SDSS-II SN 18943,20.76962,-0.06722,VisS,83043.0,0.27699999999999997,PHOT,,,5,0,0,4,1,0,0,SDSS J12304.78-000401.8,name,,,,,,
SDSS-II SN 18947,WISEA J004444.85-005214.5,11.18684,-0.87064,G,98632.0,0.32899999999999996,PHOT,21.2g,0.003,4,0,35,7,3,4,0,SDSS J04444.84-005214.3,loc,,,,,,
SDSS-II SN 18948,SDSS-II SN 18948,15.759179999999999,-0.8525200000000001,G,77047.0,0.257,PHOT,21.6g,,2,0,27,5,3,4,0,SDSS J10302.19-005109.0,name,,,,,,
SDSS-II SN 18952,SDSS-II SN 18952,11.30682,0.8277700000000001,VisS,95034.0,0.317,PHOT,,,3,0,0,2,1,0,0,SDSS J04513.41+004944.1,name,,,,,,
SDSS-II SN 18953,VLRS J012459.75+004144.58,21.24895,0.69572,G,843856.0,2.8148,SPEC,,0.174,1,0,0,1,1,0,0,,loc,,,,,,
SDSS-II SN 18973,SDSS-II SN 18973,35.72097,1.24821,G,166385.0,0.555,PHOT,23.6R,,3,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 18993,SDSS-II SN 18993,24.32056,-0.50393,VisS,80644.0,0.26899999999999996,PHOT,,,5,0,0,4,1,0,0,SDSS J13715.97-003006.5,name,,,,,,
SDSS-II SN 19000,SDSS-II SN 19000,37.952059999999996,-0.4929,VisS,79145.0,0.264,PHOT,,,5,0,0,4,1,0,0,SDSS J23148.50-002934.3,name,,,,,,
SDSS-II SN 19014,SDSS J212547.57-003846.0,321.44821,-0.6461399999999999,G,140690.0,0.46929099999999996,SPEC,24.4g,0.10800000000000001,0,0,15,2,1,4,0,,loc,,,,,,
SDSS-II SN 19032,SDSS J210406.17+000209.6,316.02574,0.03601,G,,,,23.4g,0.12300000000000001,0,0,15,1,0,4,0,,loc,,,,,,
SDSS-II SN 19052,SDSS-II SN 19052,353.24404,0.56267,VisS,88439.0,0.295,PHOT,,,4,0,4,6,4,0,0,SDSS J33258.57+003344.8,name,,,,,,
SDSS-II SN 19059,SDSS-II SN 19059,16.24916,0.42565,VisS,113322.0,0.37799999999999995,PHOT,,,2,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 19065,SDSS-II SN 19065,22.777839999999998,0.48518,G,112122.0,0.374,PHOT,20.2g,,2,0,19,4,3,4,0,SDSS J13106.67+002906.6,name,,,,,,
SDSS-II SN 19068,WISEA J214808.95+010213.3,327.03733,1.0368899999999999,G,55939.0,0.186593,SPEC,20.1g,0.04,1,0,31,5,2,4,0,SDSS J14808.97+010212.8,loc,,,,,,
SDSS-II SN 19078,SDSS-II SN 19078,1.59546,1.05141,G,165785.0,0.5529999999999999,PHOT,21.8g,,4,0,19,6,4,4,0,SDSS J00622.92+010305.1,name,,,,,,
SDSS-II SN 19099,WISEA J000655.23+001025.3,1.73016,0.17372,IrS,,,,,0.084,0,0,12,1,0,0,0,,loc,,,,,,
SDSS-II SN 19104,WISEA J004838.08+000830.1,12.15864,0.14153,G,140399.0,0.46831999999999996,SPEC,21.7g,0.024,1,0,27,4,2,4,0,SDSS J04838.07+000829.4,loc,,,,,,
SDSS-II SN 19132,SDSS-II SN 19132,5.2786800000000005,-0.74861,G,134907.0,0.45,PHOT,22.6g,,5,0,15,6,5,4,0,SDSS J02106.88-004454.9,name,,,,,,
SDSS-II SN 19140,SDSS-II SN 19140,24.73945,-1.1654,VisS,80344.0,0.268,PHOT,,,2,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 19144,SDSS J024953.82-011307.7,42.474270000000004,-1.21881,G,110168.0,0.367481,SPEC,22.2g,0.002,3,0,15,4,3,4,0,SDSS J24953.82-011307.7,loc,,,,,,
SDSS-II SN 19165,SDSS-II SN 19165,25.37432,0.54651,G,71650.0,0.239,PHOT,21.9g,,3,0,27,6,4,4,0,SDSS J14129.83+003247.5,name,,,,,,
SDSS-II SN 19188,SDSS-II SN 19188,313.53772000000004,-0.18175,G,116619.0,0.389,PHOT,22.6g,,2,0,27,4,1,4,0,SDSS J05409.05-001054.2,name,,,,,,
SDSS-II SN 19200,SDSS J224247.29+002223.6,340.69706,0.37323,G,,,,22.0g,0.004,0,0,15,1,0,4,0,SDSS J24247.29+002223.6,loc,,,,,,
SDSS-II SN 19209,SDSS-II SN 19209,344.26331,-0.88774,VisS,21585.0,0.07200000000000001,PHOT,,,4,0,4,4,2,0,0,SDSS J25703.17-005316.0,name,,,,,,
SDSS-II SN 19212,SDSS J210904.73-002741.9,317.26976,-0.46166999999999997,*,7.0,2.3e-05,SPEC,21.8g,0.207,0,0,5,2,1,4,0,,loc,,,,,,
SDSS-II SN 19246,WISEA J232638.55-005155.6,351.66077,-0.8654200000000001,G,100497.0,0.33522199999999996,SPEC,21.2g,0.013999999999999999,3,0,31,6,3,4,0,SDSS J32638.58-005155.5,loc,,,,,,
SDSS-II SN 19308,SDSS J232630.59+004721.4,351.62747,0.7893,QSO,221247.0,0.738002,SPEC,,0.032,0,0,0,1,1,0,0,,loc,,,,,,
SDSS-II SN 19322,SDSS-II SN 19322 HOST,355.44455,1.2375200000000002,G,93235.0,0.311,PHOT,,0.001,2,0,0,1,0,0,0,,loc,,,,,,
SDSS-II SN 19332,SDSS J012235.30-000811.2,20.64712,-0.13646,G,75126.0,0.250593,SPEC,21.3g,0.002,0,0,19,3,1,4,0,,loc,,,,,,
SDSS-II SN 19335,SDSS-II SN 19335,350.0582,0.3951,VisS,110324.0,0.368,PHOT,,,5,0,0,3,1,0,0,SDSS J32014.31+002342.5,name,,,,,,
SDSS-II SN 19336,SDSS-II SN 19336,358.87741,0.26392,VisS,128011.0,0.42700000000000005,PHOT,,,3,0,0,2,1,0,0,SDSS J35530.95+001539.6,name,,,,,,
SDSS-II SN 19338,SDSS-II SN 19338,1.60448,0.36878,VisS,77346.0,0.258,PHOT,,,2,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 19344,WISEA J013844.37+002235.1,24.68488,0.37645,G,89608.0,0.2989,,20.9g,0.01,2,0,27,4,3,4,0,SDSS J13844.37+002235.1,loc,,,,,,
SDSS-II SN 19346,SDSS-II SN 19346,29.417559999999998,0.32743,G,44669.0,0.149,PHOT,22.1g,,2,0,19,6,4,4,0,SDSS J15740.24+001938.5,name,,,,,,
SDSS-II SN 19359,SDSS-II SN 19359,50.15675,0.34294,G,100430.0,0.335,PHOT,21.9g,,2,0,15,2,1,4,0,SDSS J32037.61+002034.6,name,,,,,,
SDSS-II SN 19377,SDSS J024910.71-005111.7,42.29463,-0.85326,G,114398.0,0.381589,SPEC,23.2g,0.001,1,0,15,3,2,4,0,SDSS J24910.71-005111.7,loc,,,,,,
SDSS-II SN 19399,SDSS-II SN 19399,55.71893000000001,0.83188,VisS,81843.0,0.273,PHOT,,,4,0,0,3,2,0,0,SDSS J34252.74+004955.5,name,,,,,,
SDSS-II SN 19408,SDSS J034002.02+001919.8,55.008419999999994,0.32219000000000003,G,,,,22.0g,0.087,0,0,19,2,0,4,0,,loc,,,,,,
SDSS-II SN 19417,SDSS J215540.08+003017.9,328.91701,0.50498,G,121104.0,0.403959,SPEC,21.8g,0.0,0,0,15,2,1,4,0,,loc,,,,,,
SDSS-II SN 19461,SDSS-II SN 19461,58.70223000000001,-0.71145,G,73149.0,0.244,PHOT,20.6g,,2,0,27,4,1,4,0,SDSS J35448.53-004241.0,name,,,,,,
SDSS-II SN 19467,SDSS-II SN 19467,340.9649,-0.9769700000000001,VisS,40472.0,0.135,PHOT,,,3,0,4,3,1,0,0,SDSS J24351.54-005838.9,name,,,,,,
SDSS-II SN 19468,SDSS-II SN 19468,343.08274,-0.84603,VisS,200561.0,0.669,PHOT,,,2,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 19492,SDSS J222002.49-002854.8,335.01038,-0.48189,G,,,,,0.025,1,0,0,1,0,0,0,SDSS J22002.49-002854.8,loc,,,,,,
SDSS-II SN 19494,SDSS-II SN 19494,355.43644,-0.44348999999999994,VisS,132508.0,0.442,PHOT,,,4,0,0,3,2,0,0,,name,,,,,,
SDSS-II SN 19517,WISEA J003739.41-000214.2,9.41415,-0.037380000000000004,G,52054.0,0.17363199999999998,SPEC,19.6g,0.049,1,0,36,7,2,4,0,SDSS J03739.40-000214.4,loc,,,,,,
SDSS-II SN 19525,WISEA J013507.91-001102.2,23.78302,-0.18400999999999998,G,45838.0,0.1529,,20.6g,0.005,4,0,31,5,3,4,0,SDSS J13507.92-001102.5,loc,,,,,,
SDSS-II SN 19549,SDSS-II SN 19549,356.31505,0.3202,VisS,200861.0,0.67,PHOT,,,2,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 19552,WISEA J001849.97+002026.2,4.70827,0.34102,G,131629.0,0.439066,SPEC,21.9g,0.001,3,0,31,6,3,4,0,SDSS J01849.98+002027.6,loc,,,,,,
SDSS-II SN 19555,WISEA J010323.92+001818.8,15.849620000000002,0.30519,G,71834.0,0.23961100000000002,SPEC,21.2g,0.154,0,0,27,4,2,4,0,,loc,,,,,,
SDSS-II SN 19573,[LYY2017] 084486,334.13187,0.73827,G,92936.0,0.31,PHOT,,0.02,1,0,0,1,1,0,0,,loc,,,,,,
SDSS-II SN 1958,SDSS-II SN 01958,327.50458,0.8738799999999999,*,116919.0,0.39,PHOT,22.9g,,2,0,5,4,3,4,0,SDSS J15001.09+005225.9,name,,,,,,
SDSS-II SN 19582,SDSS-II SN 19582,2.5200299999999998,0.7947,VisS,108225.0,0.361,PHOT,,,2,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 19593,SDSS-II SN 19593,29.969309999999997,0.67895,VisS,91437.0,0.305,PHOT,,,5,0,0,4,1,0,0,SDSS J15952.65+004044.3,name,,,,,,
SDSS-II SN 19599,SDSS-II SN 19599,344.97537,1.1647399999999999,G,94435.0,0.315,PHOT,22.7g,,4,0,27,5,4,4,0,SDSS J25954.08+010953.0,name,,,,,,
SDSS-II SN 19608,SDSS J034354.63+010805.3,55.977630000000005,1.13481,G,,,,,0.006,1,0,0,1,0,0,0,SDSS J34354.63+010805.3,loc,,,,,,
SDSS-II SN 19668,WISEA J234744.77-003741.4,356.93652000000003,-0.62807,G,122080.0,0.40721399999999996,SPEC,22.6g,0.028999999999999998,3,0,27,5,3,4,0,SDSS J34744.76-003741.0,loc,,,,,,
SDSS-II SN 19689,SDSS-II SN 19689,17.026870000000002,-0.08246,G,73449.0,0.245,PHOT,19.3g,,2,0,34,7,3,4,0,SDSS J10806.44-000456.8,name,,,,,,
SDSS-II SN 19739,SDSS-II SN 19739,337.15939,-0.5011,G,48566.0,0.162,PHOT,23.0g,,2,0,15,3,1,3,0,SDSS J22838.25-003004.1,name,,,,,,
SDSS-II SN 19758,WISEA J231908.19+011250.0,349.78422,1.21395,G,119098.0,0.397268,SPEC,21.6g,0.013000000000000001,1,0,27,4,2,4,0,SDSS J31908.21+011250.0,loc,,,,,,
SDSS-II SN 19762,WISEA J000136.95+010932.4,0.40398,1.15901,IrS,,,,,0.095,0,0,12,1,0,0,0,,loc,,,,,,
SDSS-II SN 19764,SDSS-II SN 19764,6.47726,1.1918,G,138204.0,0.461,PHOT,21.3g,,4,0,31,7,4,4,0,SDSS J02554.53+011130.5,name,,,,,,
SDSS-II SN 19769,SDSS-II SN 19769,350.44351,-0.9764200000000001,VisS,72850.0,0.243,PHOT,,,6,0,0,4,2,0,0,SDSS J32146.40-005834.8,name,,,,,,
SDSS-II SN 19776,SDSS-II SN 19776,348.44301,-0.47926,VisS,117219.0,0.391,PHOT,,,2,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 19778,WISEA J231845.16-002951.3,349.68817,-0.49763,G,119018.0,0.397,,20.41,0.055,12,0,32,11,8,4,0,SDSS J31845.15-002951.4,loc,,,,,,
SDSS-II SN 1978,SDSS-II SN 01978,334.23168,0.9948299999999999,G,89354.0,0.298054,SPEC,22.5g,,2,0,15,4,4,4,0,SDSS J21655.59+005941.3,name,,,,,,
SDSS-II SN 1979,SDSS-II SN 01979,334.35598999999996,0.9445600000000001,G,84961.0,0.2834,:,22.5g,,6,0,22,7,6,4,0,SDSS J21725.44+005640.5,name,,,,,,
SDSS-II SN 19791,WISEA J003134.53-000618.4,7.8939,-0.10514000000000001,IrS,,,,,0.303,0,0,12,1,0,0,0,,loc,,,,,,
SDSS-II SN 19821,SDSS-II SN 19821,356.77942,1.02593,VisS,64156.0,0.214,PHOT,,,6,0,0,4,2,0,0,SDSS J34707.08+010133.6,name,,,,,,
SDSS-II SN 19825,SDSS-II SN 19825,34.637809999999995,0.88079,VisS,46168.0,0.154,PHOT,,,6,0,0,5,2,0,0,SDSS J21833.09+005251.3,name,,,,,,
SDSS-II SN 1991,SDSS-II SN 01991,339.6266,0.9083100000000001,VisS,79745.0,0.266,PHOT,,,4,0,0,5,4,0,0,SDSS J23830.43+005429.4,name,,,,,,
SDSS-II SN 19986,SDSS-II SN 19986,29.62428,0.15794,VisS,106426.0,0.355,PHOT,,,3,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 19987,SDSS-II SN 19987,16.04479,-0.32652,VisS,118718.0,0.396,PHOT,,,4,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 20033,SDSS-II SN 20033,22.93019,-0.7319100000000001,VisS,74349.0,0.248,PHOT,,,6,0,0,5,2,0,0,SDSS J13143.34-004355.1,name,,,,,,
SDSS-II SN 20043,SDSS-II SN 20043,333.68255,1.2017200000000001,VisS,103728.0,0.34600000000000003,PHOT,,,2,0,0,2,1,0,0,,name,,,,,,
SDSS-II SN 20046,SDSS-II SN 20046,321.49316,0.8012199999999999,VisS,71351.0,0.23800000000000002,PHOT,,,5,0,4,4,1,0,0,SDSS J12558.39+004804.6,name,,,,,,
SDSS-II SN 20047,WISEA J214621.80+003751.5,326.59085,0.6311,G,112148.0,0.374084,,20.6g,0.005,6,0,52,10,8,8,0,SDSS J14621.80+003751.8,loc,,,,,,
SDSS-II SN 20141,WISEA J235009.89-003128.1,357.54118,-0.5244800000000001,G,102379.0,0.3415,,20.9g,0.067,6,0,27,7,6,4,0,SDSS J35009.88-003128.1,loc,,,,,,
SDSS-II SN 20152,SDSS-II SN 20152,326.55495,1.028,VisS,60858.0,0.203,PHOT,,,2,0,12,5,3,0,0,SDSS J14613.17+010140.7,name,,,,,,
SDSS-II SN 20217,SDSS-II SN 20217,336.95512,-0.6330399999999999,G,101929.0,0.34,PHOT,21.4g,,4,0,27,6,4,4,0,SDSS J22749.22-003759.0,name,,,,,,
SDSS-II SN 20232,WISEA J002820.00-000328.9,7.0833699999999995,-0.058070000000000004,G,65115.0,0.2172,,19.8g,0.012,9,0,38,8,4,4,0,SDSS J02820.01-000329.0,loc,,,,,,
SDSS-II SN 20257,WISEA J213428.35-000848.8,323.61848,-0.14717,G,90455.0,0.301727,SPEC,21.8g,0.037000000000000005,1,0,31,5,2,4,0,SDSS J13428.44-000850.0,loc,,,,,,
SDSS-II SN 20262,SDSS-II SN 20262,354.06296000000003,-0.04292,VisS,37474.0,0.125,PHOT,,,2,0,0,2,1,0,0,SDSS J33614.77-000239.3,name,,,,,,
