Name,Disc. Date,Band,R.A.,Dec.,Total Epochs,Epochs Pre-SN,Epochs Post-SN,First Epoch,Last Epoch,Next Epoch,File
SDSS-II SN 15418,2006-10-12,FUV,0h55m23.138s,1d00m46.13s,6,1,5,1101,746,348,SDSS-II_SN_15418-FUV.fits.gz
SDSS-II SN 15418,2006-10-12,NUV,0h55m23.138s,1d00m46.13s,6,1,5,1101,746,348,SDSS-II_SN_15418-NUV.fits.gz
SDSS-II SN 15419,2006-10-12,FUV,1h19m37.254s,0d53m08.56s,6,2,4,746,724,47,SDSS-II_SN_15419-FUV.fits.gz
SDSS-II SN 15419,2006-10-12,NUV,1h19m37.254s,0d53m08.56s,6,2,4,746,724,47,SDSS-II_SN_15419-NUV.fits.gz
SDSS-II SN 15422,2006-10-12,FUV,2h18m37.224s,0d31m53.317s,2,1,1,1053,743,743,SDSS-II_SN_15422-FUV.fits.gz
SDSS-II SN 15422,2006-10-12,NUV,2h18m37.224s,0d31m53.317s,2,1,1,1053,743,743,SDSS-II_SN_15422-NUV.fits.gz
SDSS-II SN 15455,2006-10-11,FUV,22h00m19.333s,-1d03m04.91s,7,4,3,49,694,297,SDSS-II_SN_15455-FUV.fits.gz
SDSS-II SN 15455,2006-10-11,NUV,22h00m19.333s,-1d03m04.91s,7,4,3,49,694,297,SDSS-II_SN_15455-NUV.fits.gz
SDSS-II SN 15467,2006-10-21,FUV,21h20m04.8s,-0d10m38.48s,4,2,2,35,668,634,SDSS-II_SN_15467-FUV.fits.gz
SDSS-II SN 15467,2006-10-21,NUV,21h20m04.8s,-0d10m38.48s,4,2,2,35,668,634,SDSS-II_SN_15467-NUV.fits.gz
SDSS-II SN 15470,2006-10-11,FUV,22h11m33.12s,-0d02m46.824s,10,4,6,795,714,680,SDSS-II_SN_15470-FUV.fits.gz
SDSS-II SN 15470,2006-10-11,NUV,22h11m33.12s,-0d02m46.824s,42,5,37,795,1409,680,SDSS-II_SN_15470-NUV.fits.gz
SDSS-II SN 15486,2006-10-21,FUV,22h59m57.487s,1d14m24.82s,5,4,1,800,719,719,SDSS-II_SN_15486-FUV.fits.gz
SDSS-II SN 15486,2006-10-21,NUV,22h59m57.487s,1d14m24.82s,7,6,1,800,719,719,SDSS-II_SN_15486-NUV.fits.gz
SDSS-II SN 15489,2006-10-13,FUV,0h31m00.634s,-0d04m15.41s,6,1,5,3,381,327,SDSS-II_SN_15489-FUV.fits.gz
SDSS-II SN 15489,2006-10-13,NUV,0h31m00.634s,-0d04m15.41s,6,1,5,3,381,327,SDSS-II_SN_15489-NUV.fits.gz
SDSS-II SN 15496,2006-10-13,FUV,0h32m17.758s,0d16m28.35s,5,1,4,3,344,327,SDSS-II_SN_15496-FUV.fits.gz
SDSS-II SN 15496,2006-10-13,NUV,0h32m17.758s,0d16m28.35s,5,1,4,3,344,327,SDSS-II_SN_15496-NUV.fits.gz
SDSS-II SN 15505,2006-10-11,FUV,23h37m58.32s,-0d53m03.696s,7,5,2,1093,686,344,SDSS-II_SN_15505-FUV.fits.gz
SDSS-II SN 15505,2006-10-11,NUV,23h37m58.32s,-0d53m03.696s,7,5,2,1093,686,344,SDSS-II_SN_15505-NUV.fits.gz
SDSS-II SN 15516,2006-10-13,NUV,2h00m54.408s,0d39m24.433s,7,4,3,738,1105,1105,SDSS-II_SN_15516-NUV.fits.gz
SDSS-II SN 15525,2006-10-13,FUV,3h26m06.648s,1d07m50.97s,3,1,2,1053,793,794,SDSS-II_SN_15525-FUV.fits.gz
SDSS-II SN 15525,2006-10-13,NUV,3h26m06.648s,1d07m50.97s,3,1,2,1053,793,794,SDSS-II_SN_15525-NUV.fits.gz
SDSS-II SN 15526,2006-10-17,FUV,3h36m10.632s,1d13m43.32s,2,1,1,1055,777,777,SDSS-II_SN_15526-FUV.fits.gz
SDSS-II SN 15526,2006-10-17,NUV,3h36m10.632s,1d13m43.32s,2,1,1,1055,777,777,SDSS-II_SN_15526-NUV.fits.gz
SDSS-II SN 15533,2006-10-20,FUV,23h35m27.111s,-0d22m24.11s,4,3,1,1102,334,335,SDSS-II_SN_15533-FUV.fits.gz
SDSS-II SN 15533,2006-10-20,NUV,23h35m27.111s,-0d22m24.11s,4,3,1,1102,334,335,SDSS-II_SN_15533-NUV.fits.gz
SDSS-II SN 15535,2006-10-20,FUV,0h07m16.217s,-0d18m14.11s,6,1,5,1095,709,347,SDSS-II_SN_15535-FUV.fits.gz
SDSS-II SN 15535,2006-10-20,NUV,0h07m16.217s,-0d18m14.11s,6,1,5,1095,709,347,SDSS-II_SN_15535-NUV.fits.gz
SDSS-II SN 15539,2006-10-14,FUV,22h07m48s,0d10m00.9588s,8,5,3,798,710,698,SDSS-II_SN_15539-FUV.fits.gz
SDSS-II SN 15549,2006-10-11,FUV,21h34m02.596s,0d38m03.12s,150,21,129,65,680,277,SDSS-II_SN_15549-FUV.fits.gz
SDSS-II SN 15549,2006-10-11,NUV,21h34m02.596s,0d38m03.12s,362,165,197,439,1437,277,SDSS-II_SN_15549-NUV.fits.gz
SDSS-II SN 15558,2006-10-14,NUV,22h29m58.433s,0d57m12.62s,2,1,1,780,1824,1824,SDSS-II_SN_15558-NUV.fits.gz
SDSS-II SN 15559,2006-10-14,NUV,22h33m49.92s,0d51m02.0808s,2,1,1,780,1824,1824,SDSS-II_SN_15559-NUV.fits.gz
SDSS-II SN 15569,2006-10-16,FUV,23h57m30.72s,0d52m12.18s,6,1,5,1091,389,6,SDSS-II_SN_15569-FUV.fits.gz
SDSS-II SN 15569,2006-10-16,NUV,23h57m30.72s,0d52m12.18s,6,1,5,1091,389,6,SDSS-II_SN_15569-NUV.fits.gz
SDSS-II SN 15587,2006-10-22,FUV,3h37m40.142s,0d59m54.16s,2,1,1,1060,773,773,SDSS-II_SN_15587-FUV.fits.gz
SDSS-II SN 15587,2006-10-22,NUV,3h37m40.142s,0d59m54.16s,2,1,1,1060,773,773,SDSS-II_SN_15587-NUV.fits.gz
SDSS-II SN 15603,2006-10-29,FUV,23h43m46.194s,-1d11m32.49s,8,7,1,1162,327,327,SDSS-II_SN_15603-FUV.fits.gz
SDSS-II SN 15603,2006-10-29,NUV,23h43m46.194s,-1d11m32.49s,8,7,1,1162,327,327,SDSS-II_SN_15603-NUV.fits.gz
SDSS-II SN 15618,2006-10-02,FUV,3h48m17.52s,-0d40m55.6716s,4,1,3,695,806,71,SDSS-II_SN_15618-FUV.fits.gz
SDSS-II SN 15618,2006-10-02,NUV,3h48m17.52s,-0d40m55.6716s,8,1,7,695,1879,71,SDSS-II_SN_15618-NUV.fits.gz
SDSS-II SN 15624,2006-10-02,FUV,21h23m48.72s,-0d46m29.5212s,4,2,2,16,687,297,SDSS-II_SN_15624-FUV.fits.gz
SDSS-II SN 15624,2006-10-02,NUV,21h23m48.72s,-0d46m29.5212s,4,2,2,16,687,297,SDSS-II_SN_15624-NUV.fits.gz
SDSS-II SN 15633,2006-10-16,FUV,23h35m37.68s,-0d50m21.2s,4,3,1,1098,338,339,SDSS-II_SN_15633-FUV.fits.gz
SDSS-II SN 15633,2006-10-16,NUV,23h35m37.68s,-0d50m21.2s,4,3,1,1098,338,339,SDSS-II_SN_15633-NUV.fits.gz
SDSS-II SN 15650,2006-10-23,NUV,20h55m35.04s,-0d10m49.5696s,7,6,1,1155,681,681,SDSS-II_SN_15650-NUV.fits.gz
SDSS-II SN 15655,2006-10-17,FUV,22h04m42.48s,0d47m08.736s,6,4,2,801,674,282,SDSS-II_SN_15655-FUV.fits.gz
SDSS-II SN 15655,2006-10-17,NUV,22h04m42.48s,0d47m08.736s,7,5,2,801,674,282,SDSS-II_SN_15655-NUV.fits.gz
SDSS-II SN 15660,2006-10-11,FUV,22h11m17.28s,-0d02m26.232s,10,4,6,795,714,680,SDSS-II_SN_15660-FUV.fits.gz
SDSS-II SN 15660,2006-10-11,NUV,22h11m17.28s,-0d02m26.232s,42,5,37,795,1409,680,SDSS-II_SN_15660-NUV.fits.gz
SDSS-II SN 15675,2006-10-17,FUV,22h52m41.693s,0d21m51.24s,6,5,1,796,722,723,SDSS-II_SN_15675-FUV.fits.gz
SDSS-II SN 15675,2006-10-17,NUV,22h52m41.693s,0d21m51.24s,8,7,1,796,722,723,SDSS-II_SN_15675-NUV.fits.gz
SDSS-II SN 15690,2006-10-23,FUV,0h21m46.538s,0d47m04.0452s,33,30,3,1144,363,5,SDSS-II_SN_15690-FUV.fits.gz
SDSS-II SN 15690,2006-10-23,NUV,0h21m46.538s,0d47m04.0452s,34,30,4,1144,1092,5,SDSS-II_SN_15690-NUV.fits.gz
SDSS-II SN 15697,2006-10-13,NUV,2h00m03.936s,0d46m34.655s,7,4,3,738,1105,1105,SDSS-II_SN_15697-NUV.fits.gz
SDSS-II SN 15710,2006-10-23,FUV,3h40m12.677s,0d43m19.49s,5,1,4,1061,784,48,SDSS-II_SN_15710-FUV.fits.gz
SDSS-II SN 15710,2006-10-23,NUV,3h40m12.677s,0d43m19.49s,6,1,5,1061,1132,48,SDSS-II_SN_15710-NUV.fits.gz
SDSS-II SN 15725,2006-10-17,FUV,23h12m44.886s,-0d10m40.04s,3,2,1,1149,723,724,SDSS-II_SN_15725-FUV.fits.gz
SDSS-II SN 15725,2006-10-17,NUV,23h12m44.886s,-0d10m40.04s,3,2,1,1149,723,724,SDSS-II_SN_15725-NUV.fits.gz
SDSS-II SN 15726,2006-10-04,FUV,23h17m58.728s,-0d00m25.99s,9,2,7,1135,737,689,SDSS-II_SN_15726-FUV.fits.gz
SDSS-II SN 15726,2006-10-04,NUV,23h17m58.728s,-0d00m25.99s,14,2,12,1135,1117,689,SDSS-II_SN_15726-NUV.fits.gz
SDSS-II SN 15727,2006-10-21,FUV,23h25m36.002s,-0d00m51.01s,84,62,22,1152,741,316,SDSS-II_SN_15727-FUV.fits.gz
SDSS-II SN 15727,2006-10-21,NUV,23h25m36.002s,-0d00m51.01s,106,71,35,1152,1102,316,SDSS-II_SN_15727-NUV.fits.gz
SDSS-II SN 15730,2006-10-03,FUV,23h59m41.76s,-0d02m30.408s,5,1,4,1078,365,363,SDSS-II_SN_15730-FUV.fits.gz
SDSS-II SN 15730,2006-10-03,NUV,23h59m41.76s,-0d02m30.408s,5,1,4,1078,365,363,SDSS-II_SN_15730-NUV.fits.gz
SDSS-II SN 15737,2006-10-03,FUV,0h49m28.528s,-0d03m35.73s,3,1,2,1094,356,356,SDSS-II_SN_15737-FUV.fits.gz
SDSS-II SN 15737,2006-10-03,NUV,0h49m28.528s,-0d03m35.73s,3,1,2,1094,356,356,SDSS-II_SN_15737-NUV.fits.gz
SDSS-II SN 15741,2006-10-03,FUV,1h50m41.376s,-0d06m23.598s,4,1,3,716,748,378,SDSS-II_SN_15741-FUV.fits.gz
SDSS-II SN 15741,2006-10-03,NUV,1h50m41.376s,-0d06m23.598s,4,1,3,716,748,378,SDSS-II_SN_15741-NUV.fits.gz
SDSS-II SN 15748,2006-10-23,FUV,3h12m27.499s,-0d07m50.21s,7,1,6,1063,791,363,SDSS-II_SN_15748-FUV.fits.gz
SDSS-II SN 15748,2006-10-23,NUV,3h12m27.499s,-0d07m50.21s,8,1,7,1063,791,363,SDSS-II_SN_15748-NUV.fits.gz
SDSS-II SN 15751,2006-10-13,FUV,3h36m06.78s,-0d03m06.02s,3,1,2,1051,784,58,SDSS-II_SN_15751-FUV.fits.gz
SDSS-II SN 15751,2006-10-13,NUV,3h36m06.78s,-0d03m06.02s,3,1,2,1051,784,58,SDSS-II_SN_15751-NUV.fits.gz
SDSS-II SN 15755,2006-10-17,FUV,23h53m36.778s,0d13m34.86s,4,1,3,1092,688,6,SDSS-II_SN_15755-FUV.fits.gz
SDSS-II SN 15755,2006-10-17,NUV,23h53m36.778s,0d13m34.86s,4,1,3,1092,688,6,SDSS-II_SN_15755-NUV.fits.gz
SDSS-II SN 15759,2006-10-13,FUV,0h59m27.432s,0d19m08.7312s,5,1,4,1102,381,359,SDSS-II_SN_15759-FUV.fits.gz
SDSS-II SN 15759,2006-10-13,NUV,0h59m27.432s,0d19m08.7312s,5,1,4,1102,381,359,SDSS-II_SN_15759-NUV.fits.gz
SDSS-II SN 15761,2006-10-17,FUV,1h21m10.46s,0d20m27.7s,9,2,7,751,378,42,SDSS-II_SN_15761-FUV.fits.gz
SDSS-II SN 15761,2006-10-17,NUV,1h21m10.46s,0d20m27.7s,9,2,7,751,378,42,SDSS-II_SN_15761-NUV.fits.gz
SDSS-II SN 15765,2006-10-21,FUV,2h11m23.318s,0d14m45.93s,2,1,1,1062,759,760,SDSS-II_SN_15765-FUV.fits.gz
SDSS-II SN 15765,2006-10-21,NUV,2h11m23.318s,0d14m45.93s,2,1,1,1062,759,760,SDSS-II_SN_15765-NUV.fits.gz
SDSS-II SN 15779,2006-10-21,FUV,23h02m34.8s,-0d27m45.18s,6,2,4,770,342,322,SDSS-II_SN_15779-FUV.fits.gz
SDSS-II SN 15779,2006-10-21,NUV,23h02m34.8s,-0d27m45.18s,6,2,4,770,342,322,SDSS-II_SN_15779-NUV.fits.gz
SDSS-II SN 15782,2006-10-17,FUV,23h30m42.291s,-0d25m40.7s,61,58,3,792,684,678,SDSS-II_SN_15782-FUV.fits.gz
SDSS-II SN 15782,2006-10-17,NUV,23h30m42.291s,-0d25m40.7s,77,64,13,792,1103,678,SDSS-II_SN_15782-NUV.fits.gz
SDSS-II SN 15784,2006-10-17,FUV,23h46m41.693s,-0d36m55.19s,3,2,1,1094,680,681,SDSS-II_SN_15784-FUV.fits.gz
SDSS-II SN 15784,2006-10-17,NUV,23h46m41.693s,-0d36m55.19s,3,2,1,1094,680,681,SDSS-II_SN_15784-NUV.fits.gz
SDSS-II SN 15793,2006-10-12,FUV,1h26m32.88s,1d01m38.352s,3,2,1,746,355,356,SDSS-II_SN_15793-FUV.fits.gz
SDSS-II SN 15793,2006-10-12,NUV,1h26m32.88s,1d01m38.352s,3,2,1,746,355,356,SDSS-II_SN_15793-NUV.fits.gz
SDSS-II SN 15803,2006-10-12,FUV,1h13m04.996s,-0d40m18.41s,8,1,7,1101,723,356,SDSS-II_SN_15803-FUV.fits.gz
SDSS-II SN 15803,2006-10-12,NUV,1h13m04.996s,-0d40m18.41s,12,1,11,1101,1447,356,SDSS-II_SN_15803-NUV.fits.gz
SDSS-II SN 15805,2006-10-02,FUV,1h31m29.256s,-0d43m04.2744s,5,2,3,736,747,3,SDSS-II_SN_15805-FUV.fits.gz
SDSS-II SN 15805,2006-10-02,NUV,1h31m29.256s,-0d43m04.2744s,5,2,3,736,747,3,SDSS-II_SN_15805-NUV.fits.gz
SDSS-II SN 15806,2006-10-22,FUV,1h36m22.153s,-0d49m50.27s,4,2,2,748,725,349,SDSS-II_SN_15806-FUV.fits.gz
SDSS-II SN 15806,2006-10-22,NUV,1h36m22.153s,-0d49m50.27s,4,2,2,748,725,349,SDSS-II_SN_15806-NUV.fits.gz
SDSS-II SN 15814,2006-10-16,FUV,1h58m54.045s,-0d22m21.55s,6,2,4,741,736,736,SDSS-II_SN_15814-FUV.fits.gz
SDSS-II SN 15814,2006-10-16,NUV,1h58m54.045s,-0d22m21.55s,6,2,4,741,736,736,SDSS-II_SN_15814-NUV.fits.gz
SDSS-II SN 15817,2006-10-20,FUV,1h58m15.514s,0d00m48.06s,4,2,2,745,731,732,SDSS-II_SN_15817-FUV.fits.gz
SDSS-II SN 15817,2006-10-20,NUV,1h58m15.514s,0d00m48.06s,6,2,4,745,1098,732,SDSS-II_SN_15817-NUV.fits.gz
SDSS-II SN 15822,2006-10-22,NUV,20h45m25.2s,0d06m04.9752s,14,7,7,1161,1005,639,SDSS-II_SN_15822-NUV.fits.gz
SDSS-II SN 15823,2006-10-29,NUV,20h57m00.635s,0d11m56.73s,5,4,1,1161,992,992,SDSS-II_SN_15823-NUV.fits.gz
SDSS-II SN 15850,2006-10-20,FUV,0h02m40.21s,-1d09m54.45s,4,1,3,1095,353,346,SDSS-II_SN_15850-FUV.fits.gz
SDSS-II SN 15850,2006-10-20,NUV,0h02m40.21s,-1d09m54.45s,4,1,3,1095,353,346,SDSS-II_SN_15850-NUV.fits.gz
SDSS-II SN 15860,2006-10-16,FUV,0h18m23.381s,0d10m59.11s,6,1,5,30,377,12,SDSS-II_SN_15860-FUV.fits.gz
SDSS-II SN 15860,2006-10-16,NUV,0h18m23.381s,0d10m59.11s,6,1,5,30,377,12,SDSS-II_SN_15860-NUV.fits.gz
SDSS-II SN 15865,2006-10-27,FUV,3h48m16.08s,0d29m55.64s,3,1,2,1061,778,775,SDSS-II_SN_15865-FUV.fits.gz
SDSS-II SN 15865,2006-10-27,NUV,3h48m16.08s,0d29m55.64s,3,1,2,1061,778,775,SDSS-II_SN_15865-NUV.fits.gz
SDSS-II SN 15866,2006-10-22,NUV,22h35m07.412s,0d58m04.94s,2,1,1,788,1816,1816,SDSS-II_SN_15866-NUV.fits.gz
SDSS-II SN 15903,2006-10-21,FUV,3h15m37.447s,-0d36m09.16s,4,1,3,1061,785,439,SDSS-II_SN_15903-FUV.fits.gz
SDSS-II SN 15903,2006-10-21,NUV,3h15m37.447s,-0d36m09.16s,5,1,4,1061,785,405,SDSS-II_SN_15903-NUV.fits.gz
SDSS-II SN 15916,2006-10-23,FUV,23h32m58.56s,0d18m26.1s,125,68,57,1105,739,314,SDSS-II_SN_15916-FUV.fits.gz
SDSS-II SN 15916,2006-10-23,NUV,23h32m58.56s,0d18m26.1s,130,73,57,1105,739,314,SDSS-II_SN_15916-NUV.fits.gz
SDSS-II SN 15929,2006-10-29,FUV,22h58m22.08s,-0d15m09.162s,11,3,8,808,711,335,SDSS-II_SN_15929-FUV.fits.gz
SDSS-II SN 15929,2006-10-29,NUV,22h58m22.08s,-0d15m09.162s,16,4,12,808,1073,335,SDSS-II_SN_15929-NUV.fits.gz
SDSS-II SN 15935,2006-10-20,FUV,21h43m51.12s,0d26m23.89s,3,2,1,1146,689,689,SDSS-II_SN_15935-FUV.fits.gz
SDSS-II SN 15935,2006-10-20,NUV,21h43m51.12s,0d26m23.89s,3,2,1,1146,689,689,SDSS-II_SN_15935-NUV.fits.gz
SDSS-II SN 15941,2006-10-22,FUV,22h11m43.683s,-0d41m05.31s,10,4,6,806,703,669,SDSS-II_SN_15941-FUV.fits.gz
SDSS-II SN 15944,2006-10-14,FUV,23h14m45.803s,0d25m36.16s,5,3,2,1145,726,330,SDSS-II_SN_15944-FUV.fits.gz
SDSS-II SN 15944,2006-10-14,NUV,23h14m45.803s,0d25m36.16s,5,3,2,1145,726,330,SDSS-II_SN_15944-NUV.fits.gz
SDSS-II SN 15945,2006-10-27,FUV,23h37m20.444s,0d29m58.97s,4,3,1,1109,328,329,SDSS-II_SN_15945-FUV.fits.gz
SDSS-II SN 15945,2006-10-27,NUV,23h37m20.444s,0d29m58.97s,4,3,1,1109,328,329,SDSS-II_SN_15945-NUV.fits.gz
SDSS-II SN 15946,2006-11-08,FUV,23h40m45.12s,0d37m56.147s,5,3,2,54,317,317,SDSS-II_SN_15946-FUV.fits.gz
SDSS-II SN 15946,2006-11-08,NUV,23h40m45.12s,0d37m56.147s,5,3,2,54,317,317,SDSS-II_SN_15946-NUV.fits.gz
SDSS-II SN 15953,2006-11-22,FUV,1h12m56.753s,0d56m25.15s,8,2,6,786,706,304,SDSS-II_SN_15953-FUV.fits.gz
SDSS-II SN 15953,2006-11-22,NUV,1h12m56.753s,0d56m25.15s,14,2,12,786,1447,304,SDSS-II_SN_15953-NUV.fits.gz
SDSS-II SN 15955,2006-10-16,FUV,0h34m21.5064s,-1d12m14.904s,5,2,3,6,339,327,SDSS-II_SN_15955-FUV.fits.gz
SDSS-II SN 15955,2006-10-16,NUV,0h34m21.5064s,-1d12m14.904s,5,2,3,6,339,327,SDSS-II_SN_15955-NUV.fits.gz
SDSS-II SN 15961,2006-10-22,FUV,0h14m59.94s,-0d48m15.4656s,6,1,5,36,737,6,SDSS-II_SN_15961-FUV.fits.gz
SDSS-II SN 15961,2006-10-22,NUV,0h14m59.94s,-0d48m15.4656s,6,1,5,36,737,6,SDSS-II_SN_15961-NUV.fits.gz
SDSS-II SN 15967,2006-10-16,FUV,1h28m20.24s,-0d46m15.48s,5,2,3,750,710,710,SDSS-II_SN_15967-FUV.fits.gz
SDSS-II SN 15967,2006-10-16,NUV,1h28m20.24s,-0d46m15.48s,6,2,4,750,1104,710,SDSS-II_SN_15967-NUV.fits.gz
SDSS-II SN 15973,2006-10-20,FUV,1h46m21.744s,0d53m22.999s,5,2,3,746,730,352,SDSS-II_SN_15973-FUV.fits.gz
SDSS-II SN 15973,2006-10-20,NUV,1h46m21.744s,0d53m22.999s,5,2,3,746,730,352,SDSS-II_SN_15973-NUV.fits.gz
SDSS-II SN 15987,2006-10-12,FUV,0h16m02.124s,0d06m43.85s,8,1,7,26,747,16,SDSS-II_SN_15987-FUV.fits.gz
SDSS-II SN 15987,2006-10-12,NUV,0h16m02.124s,0d06m43.85s,8,1,7,26,747,16,SDSS-II_SN_15987-NUV.fits.gz
SDSS-II SN 15988,2006-09-30,FUV,0h25m00.91s,0d00m32.2s,6,2,4,1091,395,374,SDSS-II_SN_15988-FUV.fits.gz
SDSS-II SN 15988,2006-09-30,NUV,0h25m00.91s,0d00m32.2s,6,2,4,1091,395,374,SDSS-II_SN_15988-NUV.fits.gz
SDSS-II SN 15992,2006-09-18,FUV,0h35m32.62s,0d01m30.8s,9,1,8,1083,418,42,SDSS-II_SN_15992-FUV.fits.gz
SDSS-II SN 15992,2006-09-18,NUV,0h35m32.62s,0d01m30.8s,9,1,8,1083,418,42,SDSS-II_SN_15992-NUV.fits.gz
SDSS-II SN 15994,2006-10-29,FUV,0h47m43.781s,0d06m01.66s,4,1,3,1120,370,342,SDSS-II_SN_15994-FUV.fits.gz
SDSS-II SN 15994,2006-10-29,NUV,0h47m43.781s,0d06m01.66s,4,1,3,1120,370,342,SDSS-II_SN_15994-NUV.fits.gz
SDSS-II SN 16001,2006-10-12,FUV,1h29m02.64s,0d02m12.69s,4,2,2,746,735,359,SDSS-II_SN_16001-FUV.fits.gz
SDSS-II SN 16001,2006-10-12,NUV,1h29m02.64s,0d02m12.69s,4,2,2,746,735,359,SDSS-II_SN_16001-NUV.fits.gz
SDSS-II SN 16015,2006-10-21,FUV,0h14m52.6776s,-0d25m34.0464s,6,1,5,35,738,7,SDSS-II_SN_16015-FUV.fits.gz
SDSS-II SN 16015,2006-10-21,NUV,0h14m52.6776s,-0d25m34.0464s,6,1,5,35,738,7,SDSS-II_SN_16015-NUV.fits.gz
SDSS-II SN 16039,2006-10-16,FUV,1h37m48.264s,-1d05m48.012s,5,2,3,742,733,344,SDSS-II_SN_16039-FUV.fits.gz
SDSS-II SN 16039,2006-10-16,NUV,1h37m48.264s,-1d05m48.012s,5,2,3,742,733,344,SDSS-II_SN_16039-NUV.fits.gz
SDSS-II SN 16044,2006-10-16,NUV,2h45m40.44s,-1d05m16.98s,3,1,2,1084,1853,1840,SDSS-II_SN_16044-NUV.fits.gz
SDSS-II SN 16054,2006-11-09,NUV,22h31m21.84s,1d03m37.224s,2,1,1,806,1798,1798,SDSS-II_SN_16054-NUV.fits.gz
SDSS-II SN 16094,2006-10-17,FUV,0h36m54.3888s,1d06m35.928s,5,1,4,1112,695,695,SDSS-II_SN_16094-FUV.fits.gz
SDSS-II SN 16094,2006-10-17,NUV,0h36m54.3888s,1d06m35.928s,5,1,4,1112,695,695,SDSS-II_SN_16094-NUV.fits.gz
SDSS-II SN 16104,2006-10-22,FUV,21h06m15.36s,-1d03m59.22s,4,2,2,37,658,658,SDSS-II_SN_16104-FUV.fits.gz
SDSS-II SN 16104,2006-10-22,NUV,21h06m15.36s,-1d03m59.22s,8,2,6,37,1006,658,SDSS-II_SN_16104-NUV.fits.gz
SDSS-II SN 16111,2006-10-22,FUV,21h57m16.063s,0d56m07.62s,11,7,4,806,696,279,SDSS-II_SN_16111-FUV.fits.gz
SDSS-II SN 16111,2006-10-22,NUV,21h57m16.063s,0d56m07.62s,11,7,4,806,696,279,SDSS-II_SN_16111-NUV.fits.gz
SDSS-II SN 16121,2006-10-27,FUV,3h16m54.936s,-0d21m21.528s,6,1,5,1067,779,433,SDSS-II_SN_16121-FUV.fits.gz
SDSS-II SN 16121,2006-10-27,NUV,3h16m54.936s,-0d21m21.528s,8,1,7,1067,779,399,SDSS-II_SN_16121-NUV.fits.gz
SDSS-II SN 16125,2006-10-27,FUV,0h49m29.688s,0d03m19.93s,3,1,2,1118,332,332,SDSS-II_SN_16125-FUV.fits.gz
SDSS-II SN 16125,2006-10-27,NUV,0h49m29.688s,0d03m19.93s,3,1,2,1118,332,332,SDSS-II_SN_16125-NUV.fits.gz
SDSS-II SN 16129,2006-10-20,FUV,3h13m59.52s,0d12m46.73s,4,1,3,1060,794,794,SDSS-II_SN_16129-FUV.fits.gz
SDSS-II SN 16129,2006-10-20,NUV,3h13m59.52s,0d12m46.73s,5,1,4,1060,794,406,SDSS-II_SN_16129-NUV.fits.gz
SDSS-II SN 16130,2006-10-29,FUV,3h27m05.962s,0d09m28.22s,3,1,2,1069,778,778,SDSS-II_SN_16130-FUV.fits.gz
SDSS-II SN 16130,2006-10-29,NUV,3h27m05.962s,0d09m28.22s,3,1,2,1069,778,778,SDSS-II_SN_16130-NUV.fits.gz
SDSS-II SN 16136,2006-11-08,FUV,2h13m56.605s,-0d43m53.74s,4,2,2,1119,715,716,SDSS-II_SN_16136-FUV.fits.gz
SDSS-II SN 16136,2006-11-08,NUV,2h13m56.605s,-0d43m53.74s,4,2,2,1119,715,716,SDSS-II_SN_16136-NUV.fits.gz
SDSS-II SN 16142,2006-10-29,FUV,0h04m05.9496s,0d29m10.813s,8,1,7,1104,374,337,SDSS-II_SN_16142-FUV.fits.gz
SDSS-II SN 16142,2006-10-29,NUV,0h04m05.9496s,0d29m10.813s,8,1,7,1104,374,337,SDSS-II_SN_16142-NUV.fits.gz
SDSS-II SN 16148,2006-10-27,FUV,3h14m38.697s,0d35m17.77s,10,1,9,1067,787,359,SDSS-II_SN_16148-FUV.fits.gz
SDSS-II SN 16148,2006-10-27,NUV,3h14m38.697s,0d35m17.77s,13,1,12,1067,1128,359,SDSS-II_SN_16148-NUV.fits.gz
SDSS-II SN 16153,2006-10-22,FUV,3h27m29.736s,0d53m43.91s,3,1,2,1062,772,432,SDSS-II_SN_16153-FUV.fits.gz
SDSS-II SN 16153,2006-10-22,NUV,3h27m29.736s,0d53m43.91s,4,1,3,1062,1132,432,SDSS-II_SN_16153-NUV.fits.gz
SDSS-II SN 16163,2006-11-09,FUV,2h05m59.76s,-0d51m21.1s,6,3,3,1120,712,709,SDSS-II_SN_16163-FUV.fits.gz
SDSS-II SN 16163,2006-11-09,NUV,2h05m59.76s,-0d51m21.1s,6,3,3,1120,712,709,SDSS-II_SN_16163-NUV.fits.gz
SDSS-II SN 16172,2006-11-01,FUV,3h50m49.339s,-0d13m08.98s,6,1,5,1066,776,776,SDSS-II_SN_16172-FUV.fits.gz
SDSS-II SN 16172,2006-11-01,NUV,3h50m49.339s,-0d13m08.98s,8,1,7,1066,1479,776,SDSS-II_SN_16172-NUV.fits.gz
SDSS-II SN 16199,2006-10-23,FUV,22h11m46.639s,1d08m06.12s,12,3,9,806,701,276,SDSS-II_SN_16199-FUV.fits.gz
SDSS-II SN 16199,2006-10-23,NUV,22h11m46.639s,1d08m06.12s,43,3,40,806,1399,276,SDSS-II_SN_16199-NUV.fits.gz
SDSS-II SN 16202,2006-10-21,FUV,21h27m11.04s,-0d04m49.35s,9,4,5,79,670,277,SDSS-II_SN_16202-FUV.fits.gz
SDSS-II SN 16202,2006-10-21,NUV,21h27m11.04s,-0d04m49.35s,9,4,5,79,670,277,SDSS-II_SN_16202-NUV.fits.gz
