Name,Disc. Date,Max Date,mmax,Host Name,R.A.,Dec.,z,Type,Phot.,Spec.,References
SN2007dc,2007-04-04,2007-04-03,19.0,A114851+1003,11:48:51.16,+10:03:46.8,0.08,Ia,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007dd,2007-04-04,2007-04-03,18.2,A135249+2029,13:52:49.98,+20:29:49.5,0.06,Ia,1.0,,"2012A&A...538A.120L,2007CBET..990....1A,2013ApJ...770..107C,2016A&A...594A..13P,2011ApJ...737..103S"
SN2007de,2007-04-04,2007-04-03,19.7,A140739+1928,14:07:39.89,+19:28:04.8,0.15,Ia,1.0,,"2012A&A...538A.120L,2007CBET..990....1A,2013ApJ...770..107C,2016A&A...594A..13P,2011ApJ...737..103S"
SN2007bi,2007-04-06,2007-02-28,17.53,A131920+0855,13:19:20.190,+08:55:44.33,0.1279,SLSN-I,135.0,4.0,"2009Natur.462..624G,2010A&A...512A..70Y,2019MNRAS.482.1545S,2012A&A...538A.120L,2007CBET..929....2C"
SN2007be,2007-04-07,2007-04-06,16.8,UGC 7800,12:38:06.65,-00:01:51.24,0.01251,II,27.0,2.0,"2017ApJS..233....6H,2008ApJ...673..999P,2007CBET..917....1G,2017arXiv170601030H,2012A&A...538A.120L"
SN2007bf,2007-04-08,2007-04-07,17.7,UGC 9121,14:15:12.05,+15:44:11.8,0.0178,II,67.0,6.0,"2017ApJS..233....6H,2017ApJ...850...89G,2012A&A...538A.120L,2007CBET..919....1P,2017arXiv170601030H"
SN2007bs,2007-04-08,2007-04-07,19.8,A080646+2224,08:06:46.58,+22:24:46.0,0.14,II,1.0,,"2012A&A...538A.120L,2007CBET..941....1A,2016A&A...594A..13P,2007ATel.1059....1A,2011ApJ...737..103S"
SN2007df,2007-04-08,2007-04-07,19.2,A122943-1443,12:29:43.73,-14:43:11.3,0.1,Ia,1.0,,"2012A&A...538A.120L,2007CBET..990....1A,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007bg,2007-04-16,2007-04-15,17.8,A114926+5149,11:49:26.18,+51:49:21.8,0.034,Ic BL,62.0,2.0,"2013MNRAS.428.1207S,2010A&A...512A..70Y,2014ApJS..213...19B,2007CBET..927....2E,2019MNRAS.482.1545S"
SN2007bt,2007-04-17,2007-04-26,15.6,A142747+1248,14:27:47.73,+12:48:47.1,0.04,II,1.0,,"2007CBET..941....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007IAUC.8834....1M,2007ATel.1059....1A"
SN2007bj,2007-04-18,2007-04-17,15.1,NGC 6172,16:22:10.589,-01:30:51.33,0.016708,Ia,162.0,10.0,"2012MNRAS.425.1789S,2012ApJS..200...12H,2010ApJS..190..418G,2012AJ....143..126B,2008AJ....135.1598M"
SN2007bu,2007-04-18,2007-04-17,19.3,A114723+0638,11:47:23.91,+06:38:46.8,0.03,II,1.0,,"2007CBET..941....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1059....1A,2011ApJ...737..103S"
SN2007bv,2007-04-18,2007-04-17,19.6,A153410+0705,15:34:10.87,+07:05:48.7,0.05,II,1.0,,"2007IAUC.8834....1M,2012A&A...538A.120L,2016A&A...594A..13P,2007CBET..941....1A,2011ApJ...737..103S"
SN2007bw,2007-04-18,2007-04-21,16.9,A171101+2430,17:11:01.99,+24:30:36.4,0.14,II,1.0,,"2012A&A...538A.120L,2007CBET..941....1A,2016A&A...594A..13P,2007IAUC.8834....1M,2007ATel.1059....1A"
SN2007dg,2007-04-18,2007-04-17,19.6,A104015+1816,10:40:15.34,+18:16:41.0,0.1,Ia,1.0,,"2012A&A...538A.120L,2007CBET..990....1A,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007dh,2007-04-18,2007-04-17,18.8,A115236+1220,11:52:36.70,+12:20:14.4,0.09,Ia,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007di,2007-04-18,2007-04-17,19.7,A161425+0509,16:14:25.92,+05:09:21.1,0.13,Ia,1.0,,"2012A&A...538A.120L,2007CBET..990....1A,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007bx,2007-04-19,2007-04-18,18.6,A110241-0138,11:02:41.52,-01:38:31.5,0.02,II,1.0,,"2007CBET..941....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007IAUC.8834....1M,2007ATel.1059....1A"
SN2007dj,2007-04-19,2007-04-18,19.4,A111019-0120,11:10:19.97,-01:20:20.0,0.11,Ia,1.0,,"2012A&A...538A.120L,2007CBET..990....1A,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007dk,2007-04-19,2007-04-18,17.2,A123125-0429,12:31:25.43,-04:29:13.5,0.03,Ia,1.0,,"2012A&A...538A.120L,2007CBET..990....1A,2013ApJ...770..107C,2016A&A...594A..13P,2011ApJ...737..103S"
SN2007bm,2007-04-20,2007-05-03,13.73,NGC 3672,11:25:02.30,-09:47:53.81,0.006621,Ia,221.0,17.0,"2012MNRAS.425.1789S,2012AJ....143..126B,2008AJ....135.1598M,2010AJ....139..519C,2009ApJ...700..331H"
SN2007bk,2007-04-20,2007-04-19,16.5,A152845+5852,15:28:45.58,+58:52:12.72,0.03207,Ia,1.0,1.0,"2008ApJ...673..999P,2007CBET..933....1M,2012A&A...538A.120L,2012AJ....143..126B,2008AJ....135.1598M"
SN2007bz,2007-04-22,2007-04-23,15.8,IC 3918,12:56:53.77,+22:22:22.1,0.021778,Ia,28.0,2.0,"2009ApJ...700..331H,2012A&A...538A.120L,2012MNRAS.425.1789S,2007CBET..941....1A,2012AJ....143..126B"
SN2007by,2007-04-22,2007-04-21,19.1,A154444+0428,15:44:44.08,+04:28:13.1,0.04,II,1.0,,"2007CBET..941....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1059....1A,2011ApJ...737..103S"
SN2007dl,2007-04-22,2007-04-21,17.3,A135654+1050,13:56:54.23,+10:50:39.2,0.04,Ia,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007dm,2007-04-22,2007-04-21,19.6,A150255+0712,15:02:55.12,+07:12:05.6,0.08,Ia,1.0,,"2012A&A...538A.120L,2007CBET..990....1A,2013ApJ...770..107C,2016A&A...594A..13P,2011ApJ...737..103S"
SN2007dn,2007-04-24,2007-04-23,18.9,A152245+1713,15:22:45.80,+17:13:20.2,0.07,Ia,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007ca,2007-04-25,2007-05-20,15.47,MCG -02-34-61,13:31:05.81,-15:06:06.12,0.014066,Ia,221.0,14.0,"2010AJ....139..519C,2012AJ....143..126B,2008AJ....135.1598M,2012MNRAS.425.1789S,2015ApJS..220....9F"
SN2007cb,2007-04-27,2007-04-26,16.8,ESO 510-G31,13:58:17.199,-23:22:21.68,0.03683,Ia,27.0,1.0,"2012ApJS..200...12H,2012A&A...538A.120L,2007CBET..949....1T,2012AJ....143..126B,2008AJ....135.1598M"
SN2007cc,2007-04-27,2007-04-26,15.8,ESO 578-G26,14:08:42.050,-21:35:47.50,0.0291,Ia,27.0,1.0,"2012ApJS..200...12H,2012A&A...538A.120L,2007CBET..949....1T,2012AJ....143..126B,2008AJ....135.1598M"
SN2007do,2007-04-27,2007-04-26,18.2,A103610+3432,10:36:10.18,+34:32:33.4,0.05,Ia,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007dp,2007-04-27,2007-04-26,18.5,A151836+0951,15:18:36.79,+09:51:17.2,0.03,II,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1123....1A,2011ApJ...737..103S"
SN2007dq,2007-04-27,2007-04-26,19.4,A154102+0014,15:41:02.87,+00:14:58.4,0.05,II,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1099....1A,2011ApJ...737..103S"
SN2007dr,2007-04-27,2007-04-26,19.9,A164156+1522,16:41:56.00,+15:22:59.1,0.14,Ia,1.0,,"2012A&A...538A.120L,2007CBET..990....1A,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007ds,2007-04-29,2007-04-28,19.7,A161404+0855,16:14:04.60,+08:55:20.0,0.14,Ia,1.0,,"2012A&A...538A.120L,2007CBET..990....1A,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007dt,2007-04-30,2007-04-29,19.1,A205925+0339,20:59:25.70,+03:39:12.5,0.1,Ia,1.0,,"2012A&A...538A.120L,2007CBET..990....1A,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007cj,2007-05-03,2007-05-02,15.7,IC 2531,09:59:55.76,-29:37:03.3,0.0082,Ia,1.0,1.0,"2012A&A...538A.120L,2007CBET..968....1L,2012AJ....143..126B,2008AJ....135.1598M,2016A&A...594A..13P"
SN2007ce,2007-05-04,2007-05-08,16.53,A121017+4843,12:10:17.96,+48:43:31.5,0.046,Ic BL,81.0,11.0,"2014AJ....147...99M,2014ApJS..213...19B,2007CBET..953....1Q,2019MNRAS.482.1545S,2012A&A...538A.120L"
SN2007du,2007-05-04,2007-05-03,18.8,A132154+2302,13:21:54.91,+23:02:26.8,0.1,Ia,1.0,,"2012A&A...538A.120L,2007CBET..990....1A,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007dv,2007-05-04,2007-05-03,19.0,A140051+2257,14:00:51.02,+22:57:28.4,0.1,Ia,1.0,,"2012A&A...538A.120L,2007CBET..990....1A,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007dw,2007-05-06,2007-05-05,19.0,PGC 52215,14:36:38.68,+14:40:14.2,0.05,II,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007cf,2007-05-08,2007-05-07,17.9,CGCG 077-100,15:23:07.676,+08:31:45.79,0.03293,Ia,47.0,3.0,"2012ApJS..200...12H,2012MNRAS.425.1789S,2012AJ....143..126B,2008AJ....135.1598M,2012A&A...538A.120L"
SN2007dx,2007-05-09,2007-05-08,19.6,A125112-0901,12:51:12.75,-09:01:45.2,0.12,Ia,1.0,,"2012A&A...538A.120L,2007CBET..990....1A,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007cg,2007-05-11,2007-05-10,17.6,ESO 508-G75,13:25:33.58,-24:39:08.1,0.033196,Ia,14.0,4.0,"2012AJ....143..126B,2008AJ....135.1598M,2012A&A...538A.120L,2009ApJ...700..331H,2012MNRAS.425.1789S"
SN2007ch,2007-05-11,2007-05-10,17.0,NGC 6000,15:49:47.82,-29:23:13.7,0.0073,II,1.0,1.0,"2012A&A...538A.120L,2007CBET..961....1M,2016A&A...594A..13P,2007IAUC.8843....1I,2011ApJ...737..103S"
SN2007dy,2007-05-13,2007-05-12,19.6,A212203+0509,21:22:03.43,+05:09:06.1,0.04,Ib,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1099....1A,2011ApJ...737..103S"
SN2007dz,2007-05-13,2007-05-12,17.9,A214516+1102,21:45:16.26,+11:02:48.6,0.03,Ia,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007ci,2007-05-15,2007-05-14,15.8,NGC 3873,11:45:45.85,+19:46:13.9,0.018126,Ia,89.0,15.0,"2012AJ....143..126B,2008AJ....135.1598M,2012MNRAS.425.1789S,2010ApJS..190..418G,2009ApJ...700..331H"
SN2007ea,2007-05-17,2007-05-16,18.2,A155346-2702,15:53:46.27,-27:02:15.5,0.04,Ic,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007eb,2007-05-17,2007-05-16,18.2,A224248+2402,22:42:48.98,+24:02:47.2,0.04,Ib/c,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1099....1A,2011ApJ...737..103S"
SN2007ck,2007-05-19,2007-06-11,17.71,MCG +05-43-16,18:23:05.59,+29:54:01.0,0.027,II,230.0,8.0,"2017ApJS..233....6H,2014Ap&SS.354...89B,2012A&A...538A.120L,2007CBET..970....2B,2017arXiv170601030H"
SN2007cl,2007-05-23,2007-06-01,17.58,NGC 6479,17:48:21.19,+54:09:05.2,0.0222,Ic,81.0,6.0,"2014ApJS..213...19B,2019MNRAS.482.1545S,2007CBET..972....1P,2012A&A...538A.120L,2014AJ....147...99M"
SN2007cm,2007-05-24,2007-05-23,16.1,NGC 4644,12:42:45.18,+55:08:57.1,0.016,II,31.0,2.0,"2017ApJS..233....6H,2007CBET..973....1K,2012A&A...538A.120L,2017arXiv170601030H,2016A&A...594A..13P"
SN2007ec,2007-05-24,2007-05-23,20.3,A214932+1901,21:49:32.58,+19:01:44.4,0.16,Ia,1.0,,"2012A&A...538A.120L,2007CBET..990....1A,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007ed,2007-05-26,2007-05-25,19.7,A153452+0700,15:34:52.38,+07:00:53.6,0.07,II,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1099....1A,2011ApJ...737..103S"
SN2007ee,2007-05-28,2007-05-27,19.4,A144747+1649,14:47:47.34,+16:49:53.1,0.03,Ia,1.0,,"2012A&A...538A.120L,2007CBET..990....1A,2013ApJ...770..107C,2016A&A...594A..13P,2011ApJ...737..103S"
SN2007ef,2007-05-28,2007-05-27,19.0,A171242+0612,17:12:42.39,+06:12:07.2,0.08,II,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1099....1A,2011ApJ...737..103S"
SN2007cn,2007-05-29,2007-05-28,18.1,UGC 11953,22:13:55.790,+13:45:23.45,0.0249,Ia,33.0,1.0,"2012ApJS..200...12H,2012A&A...538A.120L,2007CBET..975....1K,2016A&A...594A..13P,2007IAUC.8851....2P"
SN2007eg,2007-05-30,2007-05-29,19.3,A130950+2044,13:09:50.34,+20:44:42.0,0.1,Ia,1.0,,"2012A&A...538A.120L,2007CBET..990....1A,2013ApJ...770..107C,2016A&A...594A..13P,2011ApJ...737..103S"
SN2007eh,2007-05-30,2007-05-29,18.8,A140216+1306,14:02:16.90,+13:06:02.9,0.01,II,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1124....1A,2011ApJ...737..103S"
SN2007ei,2007-05-31,2007-05-30,20.1,A141011+0818,14:10:11.29,+08:18:39.8,0.1,Ia,1.0,,"2012A&A...538A.120L,2007CBET..990....1A,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007ej,2007-05-31,2007-05-30,19.0,A221452+0643,22:14:52.16,+06:43:53.7,0.07,Ia,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007co,2007-06-04,2007-06-03,16.1,MCG +05-43-16,18:23:03.60,+29:53:49.56,0.026962,Ia,227.0,25.0,"2012MNRAS.425.1789S,2012AJ....143..126B,2008AJ....135.1598M,2010ApJS..190..418G,2009ApJ...700..331H"
SN2007ek,2007-06-04,2007-06-03,18.7,A152304+0846,15:23:04.86,+08:46:55.7,0.08,Ia,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007el,2007-06-04,2007-06-03,17.9,A234355+2706,23:43:55.11,+27:06:24.3,0.03,II,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1124....1A,2011ApJ...737..103S"
SN2007em,2007-06-05,2007-06-04,18.2,A155941+0217,15:59:41.93,+02:17:04.2,0.03,II,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1124....1A,2011ApJ...737..103S"
SN2007en,2007-06-05,2007-06-04,19.6,A161843+0302,16:18:43.84,+03:02:50.1,0.12,Ia,1.0,,"2012A&A...538A.120L,2007CBET..990....1A,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007eo,2007-06-05,2007-06-04,19.0,A172846+2210,17:28:46.33,+22:10:40.3,0.1,Ia,1.0,,"2012A&A...538A.120L,2007CBET..990....1A,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007ep,2007-06-08,2007-06-07,19.4,A165438+1602,16:54:38.51,+16:02:59.7,0.12,Ia,1.0,,"2012A&A...538A.120L,2007CBET..990....1A,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007cp,2007-06-13,2007-06-18,17.29,IC 807,12:42:12.72,-17:24:07.7,0.036595,Ia,6.0,5.0,"2012AJ....143..126B,2008AJ....135.1598M,2012MNRAS.425.1789S,2012A&A...538A.120L,2009ApJ...700..331H"
SN2007eq,2007-06-13,2007-06-12,18.9,A234805+2814,23:48:05.93,+28:14:20.2,0.03,Ib/c,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1124....1A,2011ApJ...737..103S"
SN2007er,2007-06-17,2007-06-16,20.1,A161041+1517,16:10:41.68,+15:17:38.5,0.07,II,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1124....1A,2011ApJ...737..103S"
SN2007cq,2007-06-21,2007-06-30,15.29,2MASX J22144070+0504435,22:14:40.41,+05:04:48.612,0.02533,Ia,228.0,8.0,"2012MNRAS.425.1789S,2010ApJS..190..418G,2014Ap&SS.354...89B,2009ApJ...700..331H,2015ApJS..220....9F"
SN2007cs,2007-06-24,2007-06-23,15.9,UGC 12798,23:49:38.930,+29:55:52.61,0.01756,Ia,75.0,4.0,"2012ApJS..200...12H,2012MNRAS.425.1789S,2012A&A...538A.120L,2007CBET..986....1W,2016A&A...594A..13P"
SN2007es,2007-06-26,2007-06-25,18.7,A142746+0635,14:27:46.37,+06:35:36.2,0.03,II,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1124....1A,2011ApJ...737..103S"
SN2007et,2007-06-26,2007-06-25,19.2,A010924+1955,01:09:24.24,+19:55:51.4,0.04,II,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1124....1A,2011ApJ...737..103S"
SN2007eu,2007-06-26,2007-06-25,19.8,A003619+0603,00:36:19.65,+06:03:40.4,0.04,II,1.0,,"2007CBET..990....1A,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007cu,2007-06-27,2007-06-26,17.1,UGC 10214,16:06:00.65,+55:25:27.5,0.0314,II,36.0,,"2017ApJS..233....6H,2007CBET..988....1J,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S"
SN2007ev,2007-06-27,2007-07-03,18.07,AGC 320702,22:40:06.201,+24:41:56.67,0.04215,Ia,33.0,,"2012ApJS..200...12H,2007ATel.1126....1A,2012A&A...538A.120L,2007CBET..991....1A,2016A&A...594A..13P"
SN2007ct,2007-06-28,2007-07-11,17.18,NGC 6944A,20:38:11.25,+06:53:52.4,0.014,II,29.0,2.0,"2017ApJS..233....6H,2007CBET..988....1J,2012A&A...538A.120L,2017arXiv170601030H,2016A&A...594A..13P"
SN2007ew,2007-06-28,2007-06-27,19.5,A151559+0434,15:15:59.13,+04:34:03.3,0.03,II,1.0,,"2007CBET..991....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1126....1A,2011ApJ...737..103S"
SN2007ex,2007-06-28,2007-06-27,19.7,A002649+2110,00:26:49.89,+21:10:49.3,0.1,Ia,1.0,,"2012A&A...538A.120L,2007CBET..991....1A,2013ApJ...770..107C,2016A&A...594A..13P,2011ApJ...737..103S"
SN2007cv,2007-06-29,2007-07-06,15.02,IC 2597,10:37:45.40,-27:04:57.0,0.0076,Ia,92.0,,"2014Ap&SS.354...89B,2007CBET..989....1K,2012A&A...538A.120L,2016A&A...594A..13P,2007IAUC.8860....1K"
SN2007ey,2007-06-29,2007-06-28,19.7,A151221+1230,15:12:21.36,+12:30:03.7,0.11,Ia,1.0,,"2012A&A...538A.120L,2007CBET..991....1A,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007ez,2007-06-30,2007-06-29,18.5,A232929+1031,23:29:29.57,+10:31:54.3,0.04,Ia,1.0,,"2007CBET..991....1A,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007fa,2007-06-30,2007-06-29,19.8,A234213+1104,23:42:13.68,+11:04:28.5,0.06,II,1.0,,"2007CBET..991....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1126....1A,2011ApJ...737..103S"
SN2007fd,2007-06-30,2007-06-29,19.5,A141619+3613,14:16:19.03,+36:13:01.3,0.07,Ia,1.0,,"2007CBET..996....1B,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007fe,2007-06-30,2007-06-29,18.7,A142556+4626,14:25:56.09,+46:26:56.9,0.03,II,1.0,,"2007CBET..996....1B,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1137....1B,2011ApJ...737..103S"
SN2007ff,2007-06-30,2007-06-29,19.8,A012410+0900,01:24:10.24,+09:00:40.5,0.05,Ib/c,1.0,,"2007CBET..996....1B,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007fb,2007-07-03,2007-07-10,15.72,UGC 12859,23:56:52.383,+05:30:31.896,0.018026,Ia,268.0,18.0,"2012MNRAS.425.1789S,2012ApJS..200...12H,2012AJ....143..126B,2008AJ....135.1598M,2012A&A...538A.120L"
SN2007fg,2007-07-03,2007-07-02,18.1,A140736+3840,14:07:36.67,+38:40:49.3,0.03,II,1.0,,"2007CBET..996....1B,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1137....1B,2011ApJ...737..103S"
SN2007fh,2007-07-03,2007-07-02,19.2,A221641+2118,22:16:41.64,+21:18:58.9,0.08,Ia,1.0,,"2012A&A...538A.120L,2007CBET..996....1B,2013ApJ...770..107C,2016A&A...594A..13P,2011ApJ...737..103S"
SN2007fi,2007-07-05,2007-07-04,19.7,A154416+3443,15:44:16.87,+34:43:13.7,0.12,Ia,1.0,,"2012A&A...538A.120L,2007CBET..996....1B,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007fj,2007-07-06,2007-07-05,18.8,A221425-2811,22:14:25.37,-28:11:53.9,0.06,Ib/c,1.0,,"2007CBET..996....1B,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1137....1B,2011ApJ...737..103S"
SN2007fc,2007-07-08,2007-07-07,16.9,ESO 538-G8,23:57:33.89,-21:59:53.0,0.033743,Ia,1.0,4.0,"2012MNRAS.425.1789S,2007CBET..995....1W,2012A&A...538A.120L,2012AJ....143..126B,2008AJ....135.1598M"
SN2007fk,2007-07-08,2007-07-07,19.6,A155035+4346,15:50:35.90,+43:46:32.9,0.04,II,1.0,,"2007CBET..996....1B,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1137....1B,2011ApJ...737..103S"
SN2007fl,2007-07-08,2007-07-07,19.5,A010956-0331,01:09:56.61,-03:31:35.6,0.05,II,1.0,,"2007CBET..996....1B,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1137....1B,2011ApJ...737..103S"
SN2007fm,2007-07-08,2007-07-07,19.9,A011126-0241,01:11:26.42,-02:41:16.8,0.06,II,1.0,,"2007CBET..996....1B,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1137....1B,2011ApJ...737..103S"
SN2007fn,2007-07-08,2007-07-07,18.0,MCG +05-06-51,02:29:28.36,+31:28:33.0,0.017,Ib,1.0,1.0,"2007CBET..996....1B,2012A&A...538A.120L,2019MNRAS.482.1545S,2016A&A...594A..13P,2007ATel.1137....1B"
SN2007fo,2007-07-09,2007-07-08,18.2,NGC 7714,23:36:13.98,+02:09:30.4,0.0093,Ib,1.0,2.0,"2019MNRAS.482.1545S,2012A&A...538A.120L,2007CBET..997....1K,2016A&A...594A..13P,2014Ap&SS.354...89B"
SN2007fu,2007-07-13,2007-07-12,19.0,A203028-1315,20:30:28.88,-13:15:34.9,0.06,Ia,1.0,,"2007CBET.1007....1A,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007fv,2007-07-13,2007-07-12,19.7,A230351-2108,23:03:51.58,-21:08:52.2,0.03,II,1.0,,"2007CBET.1007....1A,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007fr,2007-07-14,2007-07-21,18.17,SDSS J13708.37+002647.1,21:37:08.374,+00:26:13.553,0.0501,Ia,104.0,2.0,"2014arXiv1401.3317S,2012MNRAS.425.1789S,2010ApJS..190..418G,2007CBET.1001....3D,2013ApJ...770..107C"
SN2007fq,2007-07-14,2007-07-13,17.4,MCG -04-48-019,20:34:55.742,-23:06:15.38,0.042456,Ia-91bg,11.0,1.0,"2012MNRAS.425.1789S,2012ApJS..200...12H,2012A&A...538A.120L,2007CBET.1001....3D,2016A&A...594A..13P"
SN2007fw,2007-07-14,2007-07-13,19.5,A152109+0226,15:21:09.14,+02:26:26.3,0.05,II,1.0,,"2007CBET.1007....1A,2012A&A...538A.120L,2016A&A...594A..13P,2007ATel.1145....1A,2011ApJ...737..103S"
SN2007fx,2007-07-14,2007-07-13,18.5,A205557-0541,20:55:57.169,-05:41:52.92,0.06,Ia,1.0,,"2012A&A...538A.120L,2007CBET.1007....1A,2013ApJ...770..107C,2016A&A...594A..13P,2003yCat.2246....0C"
SN2007fs,2007-07-15,2007-07-16,15.19,ESO 601-G5,22:01:40.450,-21:30:30.22,0.01719,Ia,217.0,14.0,"2012MNRAS.425.1789S,2012AJ....143..126B,2008AJ....135.1598M,2012ApJS..200...12H,2012A&A...538A.120L"
SN2007ft,2007-07-15,2007-07-14,15.6,NGC 4677,12:47:03.70,-41:35:22.0,0.0104,Ia,1.0,,"2007CBET.1002....1W,2012A&A...538A.120L,2016A&A...594A..13P,2007IAUC.8864....1L,2011ApJ...737..103S"
SN2007ga,2007-07-18,2007-07-17,19.0,A222207-1418,22:22:07.95,-14:18:48.3,0.03,II,13.0,,"2007CBET.1009....1A,2007ATel.1148....1A,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S"
SN2007fy,2007-07-18,2007-07-17,20.0,A144749+2930,14:47:49.47,+29:30:16.5,0.05,II,1.0,,"2007CBET.1009....1A,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
SN2007fz,2007-07-18,2007-07-17,16.5,A160205+2943,16:02:05.41,+29:43:34.8,0.014,II,1.0,4.0,"2014MNRAS.445..554F,2012A&A...538A.120L,2007CBET.1009....1A,2016A&A...594A..13P,2011ApJ...737..103S"
SN2007gb,2007-07-18,2007-07-17,19.4,A224237+2818,22:42:37.33,+28:18:56.4,0.1,Ia,1.0,,"2012A&A...538A.120L,2007CBET.1009....1A,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
